/DisorderList/Disorder/DisorderType/Name,/DisorderList/Disorder/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceClass/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceGeographic/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name/@lang,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/Source,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy/#agg
Disease,Benign partial epilepsy of infancy with complex partial seizures,,,,,,,,,,,,,
Disease,Sandhoff disease,1-9 / 100 000,Portugal,409968,409968,25958,25958,en,Validated,410293,410293,14685153[PMID],1.49,1.49
Disease,Sandhoff disease,1-9 / 1 000 000,Netherlands,409968,409968,25958,25958,en,Validated,410293,410293,10480370[PMID],0.34,0.34
Disease,Sandhoff disease,1-9 / 1 000 000,Czech Republic,409968,409968,25958,25958,en,Validated,410293,410293,20490927[PMID],0.19,0.19
Disease,Sandhoff disease,1-9 / 1 000 000,Australia,409968,409968,25958,25958,en,Validated,410293,410293,9918480[PMID],0.26,0.26
Disease,Sandhoff disease,1-9 / 1 000 000,Turkey,409968,409968,25958,25958,en,Validated,410293,410293,15275696[PMID],0.95,0.95
Disease,Sandhoff disease,1-9 / 1 000 000,United States,409968,409968,25958,25958,en,Validated,410293,410293,2955697[PMID],0.3,0.3
Disease,Sandhoff disease,1-9 / 1 000 000,Europe,409968,409968,25958,25958,en,Validated,410293,410293,[EXPERT],0.67,0.67
Disease,Sandhoff disease,1-9 / 1 000 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Sandhoff disease,1-9 / 1 000 000,Sweden,409968,409968,25958,25958,en,Validated,410293,410293,25274184[PMID],0.38,0.38
Disease,Photosensitive epilepsy,,,,,,,,,,,,,
Clinical group,Scleroderma,1-9 / 100 000,Worldwide,409967,409967,25958,25958,en,Validated,410293,410293,[EXPERT],1.41,1.41
Clinical group,Scleroderma,1-5 / 10 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,[EXPERT],42,42
Clinical group,Scleroderma,1-9 / 100 000,Australia,409967,409967,25958,25958,en,Validated,410293,410293,11456035[PMID],1.5,1.5
Clinical group,Scleroderma,1-5 / 10 000,Australia,409966,409966,25958,25958,en,Validated,410293,410293,11456035[PMID],23,23
Clinical group,Scleroderma,>1 / 1000,Specific population,409966,409966,25958,25958,en,Validated,410293,410293,8702445[PMID],469,469
Clinical group,Benign partial infantile seizures,,,,,,,,,,,,,
Disease,Recessive X-linked ichthyosis,1-5 / 10 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,ORPHANET,15,15
Disease,Recessive X-linked ichthyosis,1-5 / 10 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,16.6,16.6
Disease,Recessive X-linked ichthyosis,1-9 / 100 000,Italy,409967,409967,25965,25965,en,Not yet validated,410294,410294,12920363[PMID]_ORPHANET,9.9,9.9
Disease,Orgasm-induced seizures,,,,,,,,,,,,,
Disease,Eating reflex epilepsy,,,,,,,,,,,,,
Disease,Audiogenic seizures,,,,,,,,,,,,,
Disease,Mucopolysaccharidosis type 7,<1 / 1 000 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2012[INST],0.01,0.01
Disease,Mucopolysaccharidosis type 7,1-9 / 1 000 000,Netherlands,409968,409968,25958,25958,en,Validated,410293,410293,10480370[PMID],0.24,0.24
Disease,Mucopolysaccharidosis type 7,<1 / 1 000 000,Czech Republic,409968,409968,25958,25958,en,Validated,410293,410293,25060283[PMID],0.02,0.02
Disease,Mucopolysaccharidosis type 7,<1 / 1 000 000,Japan,409968,409968,25958,25958,en,Validated,410293,410293,28595941[PMID],0.02,0.02
Disease,Mucopolysaccharidosis type 7,<1 / 1 000 000,Switzerland,409968,409968,25958,25958,en,Validated,410293,410293,28595941[PMID],0.038,0.038
Disease,Mucopolysaccharidosis type 7,<1 / 1 000 000,Australia,409968,409968,25958,25958,en,Validated,410293,410293,9918480[PMID],0.047,0.047
Disease,Mucopolysaccharidosis type 7,<1 / 1 000 000,United States,409968,409968,25958,25958,en,Validated,410293,410293,DOI: https://doi.org/10.1016/j.ymgme.2016.11.285[OTHER],0.05,0.05
Disease,Mucopolysaccharidosis type 7,1-9 / 1 000 000,Canada,409968,409968,25958,25958,en,Validated,410293,410293,28595941[PMID],0.29,0.29
Disease,Hot water reflex epilepsy,,,,,,,,,,,,,
Disease,Reading seizures,,,,,,,,,,,,,
Disease,Micturation-induced seizures,,,,,,,,,,,,,
Malformation syndrome,Turner syndrome,1-9 / 100 000,Europe,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1985-2010[REG],5.5,5.5
Malformation syndrome,Turner syndrome,1-9 / 100 000,Austria,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1985-2009[REG],7.5,7.5
Malformation syndrome,Turner syndrome,1-9 / 100 000,Belgium,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1980-2010[REG],7.9,7.9
Malformation syndrome,Turner syndrome,1-5 / 10 000,Bulgaria,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1996-1999[REG],10.5,10.5
Malformation syndrome,Turner syndrome,1-9 / 100 000,Croatia,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1983-2010[REG],3.6,3.6
Malformation syndrome,Turner syndrome,1-5 / 10 000,Denmark,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1980-2010[REG],10.4,10.4
Malformation syndrome,Turner syndrome,1-9 / 100 000,France,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1980-2010[REG],7.1,7.1
Malformation syndrome,Turner syndrome,1-9 / 100 000,Germany,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1987-2010[REG],8,8
Malformation syndrome,Turner syndrome,1-9 / 100 000,Hungary,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1998-2010[REG],3.2,3.2
Malformation syndrome,Turner syndrome,1-9 / 100 000,Ireland,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1980-2010[REG],7.1,7.1
Malformation syndrome,Turner syndrome,1-9 / 100 000,Italy,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1980-2010[REG],3.4,3.4
Malformation syndrome,Turner syndrome,1-9 / 100 000,Malta,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1986-2009[REG],1.1,1.1
Malformation syndrome,Turner syndrome,1-5 / 10 000,Netherlands,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1981-2010[REG],14,14
Malformation syndrome,Turner syndrome,1-9 / 100 000,Norway,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1999-2010[REG],4.2,4.2
Malformation syndrome,Turner syndrome,1-9 / 100 000,Poland,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1999-2010[REG],3.6,3.6
Malformation syndrome,Turner syndrome,1-9 / 100 000,Portugal,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1990-2010[REG],2.8,2.8
Malformation syndrome,Turner syndrome,1-9 / 100 000,Spain,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1980-2009[REG],2.8,2.8
Malformation syndrome,Turner syndrome,1-5 / 10 000,Switzerland,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1989-2010[REG],22.4,22.4
Malformation syndrome,Turner syndrome,1-5 / 10 000,United Kingdom,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 1980-2010[REG],10.1,10.1
Malformation syndrome,Turner syndrome,1-9 / 100 000,Ukraine,409968,409968,25958,25958,en,Validated,410293,410293,EUROCAT European surveillance of congenital anomalies 2005-2010[REG],2.3,2.3
Malformation syndrome,Turner syndrome,6-9 / 10 000,Japan,409968,409968,25965,25965,en,Not yet validated,410294,410294,ISBN:444897208[OTHER],70,70
Malformation syndrome,Turner syndrome,1-5 / 10 000,Singapore,409968,409968,25958,25958,en,Validated,410293,410293,19551311[PMID],42.5,42.5
Malformation syndrome,Turner syndrome,1-5 / 10 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Startle epilepsy,,,,,,,,,,,,,
Disease,Thinking seizures,,,,,,,,,,,,,
Disease,Friedreich ataxia,1-9 / 100 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,20301458[PMID]_23859338[PMID],2,2
Disease,Friedreich ataxia,1-9 / 100 000,France,409966,409966,25958,25958,en,Validated,410293,410293,9207112 [PMID]_23859338[PMID],2.3,2.3
Disease,Friedreich ataxia,1-9 / 100 000,Italy,409968,409968,25958,25958,en,Validated,410293,410293,2225525[PMID]_7793232[PMID],2.8,2.8
Disease,Friedreich ataxia,1-9 / 100 000,Italy,409966,409966,25958,25958,en,Validated,410293,410293,2225525[PMID]_7793232[PMID],1.1,1.1
Disease,Friedreich ataxia,1-9 / 100 000,Spain,409968,409968,25958,25958,en,Validated,410293,410293,2043954[PMID]_7898602[PMID],6.2,6.2
Disease,Friedreich ataxia,1-9 / 100 000,Spain,409966,409966,25965,25965,en,Not yet validated,410294,410294,2043954[PMID]_7898602[PMID],4.3,4.3
Disease,Friedreich ataxia,1-9 / 100 000,Finland,409968,409968,25958,25958,en,Validated,410293,410293,11810294[PMID],1,1
Disease,Friedreich ataxia,1-9 / 1 000 000,Finland,409966,409966,25958,25958,en,Validated,410293,410293,11810294[PMID]_23859338[PMID],0.13,0.13
Disease,Friedreich ataxia,1-9 / 1 000 000,Denmark,409966,409966,25965,25965,en,Not yet validated,410294,410294,2096315[PMID],0.7,0.7
Disease,Friedreich ataxia,1-9 / 1 000 000,Portugal,409966,409966,25958,25958,en,Validated,410293,410293,23609960[PMID],0.9,0.9
Disease,Friedreich ataxia,1-9 / 100 000,United Kingdom,409966,409966,25958,25958,en,Validated,410293,410293,19347027[PMID],1.8,1.8
Disease,Friedreich ataxia,1-9 / 1 000 000,Greece,409966,409966,25958,25958,en,Validated,410293,410293,24209901[PMID],0.9,0.9
Disease,Friedreich ataxia,1-9 / 100 000,Norway,409966,409966,25958,25958,en,Validated,410293,410293,1126051[PMID],1,1
Disease,Friedreich ataxia,1-9 / 100 000,Germany,409966,409966,25958,25958,en,Validated,410293,410293,9187683[PMID]_23859338[PMID],2.1,2.1
Disease,Friedreich ataxia,1-9 / 1 000 000,Sweden,409966,409966,25958,25958,en,Validated,410293,410293,11810294[PMID]_23859338[PMID],0.24,0.24
Disease,Friedreich ataxia,1-9 / 1 000 000,Czech Republic,409966,409966,25958,25958,en,Validated,410293,410293,15726025[PMID]_23859338[PMID],0.27,0.27
Disease,Friedreich ataxia,1-9 / 100 000,Russian Federation,409966,409966,25958,25958,en,Validated,410293,410293,15559155[PMID]_23859338[PMID],3.03,3.03
Category,Neurocutaneous syndrome with epilepsy,,,,,,,,,,,,,
Disease,Beta-thalassemia,1-9 / 100 000,Worldwide,409967,409967,25958,25958,en,Validated,410293,410293,[EXPERT],1,1
Disease,Beta-thalassemia,1-9 / 1 000 000,France,409966,409966,25958,25958,en,Validated,410293,410293,[EXPERT],0.5,0.5
Disease,Beta-thalassemia,1-5 / 10 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,[EXPERT],10,10
Disease,Beta-thalassemia,1-9 / 1 000 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Category,Chromosomal anomaly with epilepsy as a major feature,,,,,,,,,,,,,
Disease,Alpha-thalassemia,>1 / 1000,France,409967,409967,25965,25965,en,Not yet validated,410294,410294,ORPHANET,100,100
Disease,Alpha-thalassemia,1-5 / 10 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Cystic fibrosis,1-9 / 100 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_European Medicines Agency 2019[INST],7.4,7.4
Disease,Cystic fibrosis,1-5 / 10 000,France,409967,409967,25958,25958,en,Validated,410293,410293,16916626[PMID],21.7,21.7
Disease,Cystic fibrosis,1-5 / 10 000,France,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],21.3,21.3
Disease,Cystic fibrosis,1-9 / 100 000,France,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],7.5,7.5
Disease,Cystic fibrosis,1-5 / 10 000,Italy,409967,409967,25958,25958,en,Validated,410293,410293,15481678[PMID],23.6,23.6
Disease,Cystic fibrosis,1-5 / 10 000,Italy,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],23.8,23.8
Disease,Cystic fibrosis,1-9 / 100 000,Italy,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],8.7,8.7
Disease,Cystic fibrosis,6-9 / 10 000,Ireland,409967,409967,25958,25958,en,Validated,410293,410293,17955689[PMID],73.9,73.9
Disease,Cystic fibrosis,1-5 / 10 000,Ireland,409968,409968,25958,25958,en,Validated,410293,410293,19403164[PMID],25,25
Disease,Cystic fibrosis,1-5 / 10 000,Canada,409967,409967,25958,25958,en,Validated,410293,410293,16182667[PMID],27.7,27.7
Disease,Cystic fibrosis,1-5 / 10 000,Germany,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],30.3,30.3
Disease,Cystic fibrosis,1-9 / 100 000,Germany,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],8.3,8.3
Disease,Cystic fibrosis,1-9 / 100 000,Ecuador,409967,409967,25958,25958,en,Validated,410293,410293,17432547[PMID],8.9,8.9
Disease,Cystic fibrosis,1-5 / 10 000,Denmark,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],21.3,21.3
Disease,Cystic fibrosis,1-9 / 100 000,Denmark,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],7.6,7.6
Disease,Cystic fibrosis,1-5 / 10 000,Belgium,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],35,35
Disease,Cystic fibrosis,1-5 / 10 000,Belgium,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],10.3,10.3
Disease,Cystic fibrosis,1-9 / 100 000,United States,409966,409966,25958,25958,en,Validated,410293,410293,19403164[PMID]_Cystic Fibrosis Foundation 2010[OTHER]_22914736[PMID],8.5,8.5
Disease,Cystic fibrosis,1-5 / 10 000,United States,409968,409968,25958,25958,en,Validated,410293,410293,22766612[PMID],19.9,19.9
Disease,Cystic fibrosis,1-5 / 10 000,Australia,409968,409968,25958,25958,en,Validated,410293,410293,21978347[PMID]_19403164[PMID],33.3,33.3
Disease,Cystic fibrosis,1-9 / 1 000 000,Japan,409968,409968,25958,25958,en,Validated,410293,410293,9161949[PMID]_8533810[PMID],0.28,0.28
Disease,Cystic fibrosis,1-5 / 10 000,Netherlands,409968,409968,25958,25958,en,Validated,410293,410293,16236889[PMID]_19403164[PMID],22,22
Disease,Cystic fibrosis,1-9 / 100 000,Netherlands,409966,409966,25958,25958,en,Validated,410293,410293,16236889[PMID]_19403164[PMID],7.8,7.8
Disease,Cystic fibrosis,1-5 / 10 000,Portugal,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],16.7,16.7
Disease,Cystic fibrosis,1-9 / 100 000,Portugal,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],2.7,2.7
Disease,Cystic fibrosis,1-5 / 10 000,Spain,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],27,27
Disease,Cystic fibrosis,1-9 / 100 000,Spain,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],5.46,5.46
Disease,Cystic fibrosis,1-5 / 10 000,Israel,409968,409968,25958,25958,en,Validated,410293,410293,19403164[PMID],33.3,33.3
Disease,Cystic fibrosis,1-5 / 10 000,United Kingdom,409968,409968,25958,25958,en,Validated,410293,410293,17182652[PMID]_19403164[PMID],41.7,41.7
Disease,Cystic fibrosis,1-5 / 10 000,United Kingdom,409966,409966,25958,25958,en,Validated,410293,410293,17182652[PMID]_19403164[PMID],13.7,13.7
Disease,Cystic fibrosis,1-5 / 10 000,Sweden,409968,409968,25958,25958,en,Validated,410293,410293,2243313[PMID]_19403164[PMID],17.3,17.3
Disease,Cystic fibrosis,1-9 / 100 000,Sweden,409966,409966,25958,25958,en,Validated,410293,410293,2243313[PMID]_19403164[PMID],4,4
Disease,Cystic fibrosis,1-5 / 10 000,Greece,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],28.6,28.6
Disease,Cystic fibrosis,1-9 / 100 000,Greece,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],5.2,5.2
Disease,Cystic fibrosis,1-9 / 100 000,Finland,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],4,4
Disease,Cystic fibrosis,1-9 / 100 000,Finland,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],1.2,1.2
Disease,Cystic fibrosis,1-5 / 10 000,Austria,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],28.6,28.6
Disease,Cystic fibrosis,1-5 / 10 000,Canada,409968,409968,25958,25958,en,Validated,410293,410293,19403164[PMID],40,40
Disease,Cystic fibrosis,1-5 / 10 000,Czech Republic,409968,409968,25958,25958,en,Validated,410293,410293,31241292[PMID],16.9,16.9
Disease,Cystic fibrosis,1-5 / 10 000,Mexico,409968,409968,25958,25958,en,Validated,410293,410293,19403164[PMID],11.8,11.8
Disease,Cystic fibrosis,1-5 / 10 000,New Zealand,409968,409968,25958,25958,en,Validated,410293,410293,19403164[PMID],31.3,31.3
Disease,Cystic fibrosis,1-5 / 10 000,Slovakia,409968,409968,25958,25958,en,Validated,410293,410293,19403164[PMID],55.56,55.56
Disease,Cystic fibrosis,1-5 / 10 000,Hungary,409968,409968,25958,25958,en,Validated,410293,410293,19403164[PMID],18.2,18.2
Disease,Cystic fibrosis,1-5 / 10 000,Romania,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],48.63,48.63
Disease,Cystic fibrosis,1-5 / 10 000,Bulgaria,409968,409968,25958,25958,en,Validated,410293,410293,19403164[PMID],40,40
Disease,Cystic fibrosis,>1 / 1000,Specific population,409968,409968,25958,25958,en,Validated,410293,410293,19403164[PMID],0,0
Disease,Cystic fibrosis,>1 / 1000,Specific population,409966,409966,25958,25958,en,Validated,410293,410293,19403164[PMID],111,111
Disease,Cystic fibrosis,1-5 / 10 000,Ireland,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],29.8,29.8
Disease,Cystic fibrosis,1-9 / 100 000,Austria,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],8.39,8.39
Disease,Cystic fibrosis,1-9 / 100 000,Czech Republic,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],5.56,5.56
Disease,Cystic fibrosis,1-9 / 100 000,Slovakia,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],6.27,6.27
Disease,Cystic fibrosis,1-9 / 100 000,Romania,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],1.06,1.06
Disease,Cystic fibrosis,1-9 / 100 000,Lithuania,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],1.3,1.3
Disease,Cystic fibrosis,1-9 / 100 000,Luxembourg,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],4.31,4.31
Disease,Cystic fibrosis,1-9 / 100 000,Malta,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],5.79,5.79
Disease,Cystic fibrosis,1-9 / 100 000,Latvia,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],1.04,1.04
Disease,Cystic fibrosis,1-9 / 100 000,Slovenia,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],3.28,3.28
Disease,Cystic fibrosis,1-5 / 10 000,Slovenia,409968,409968,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],33.33,33.33
Disease,Cystic fibrosis,1-9 / 100 000,Poland,409966,409966,25958,25958,en,Validated,410293,410293,18442953[PMID]_19403164[PMID],2.56,2.56
